EP ID,SMILES,Es-Ea (eV),LUMO_sol (eV),HOMO_sol (eV),Dielectric constant of solvents,binary_features,cluster,PC1,PC2,PC3
ep-11589,CCOC(C)(C)CC,0.9028230081527262,8.119875792,-7.551974291,3.1324,"[1, 1, 0, 0, 0]",0,-0.7558088424005056,0.6799410656907467,-0.718994309585831
ep-11595,CCCOC(C)(C)C,0.8888860602359552,8.094841322,-7.559865592,3.56,"[1, 1, 0, 0, 0]",0,-0.7313582524081531,0.6842391285285838,-0.7814859903974134
ep-11645,COC(C)(C)C(C)C,0.9591562915934946,8.007764906,-7.585988516,2.4226,"[1, 1, 0, 0, 0]",0,-0.6735971452494686,0.6336641517116832,-0.5422395507621687
ep-11649,COC(C)(C)C(C)=O,0.990083133790898,0.710217018,-7.431427878,4.6451,"[1, 1, 0, 0, 0]",0,-0.38648562432413214,0.1320397766295751,0.1747714981544311
ep-11650,CCC(C)(CC)OC,0.927784118342597,7.957968081,-7.581634696,2.6772,"[1, 1, 0, 0, 0]",0,-0.6954446116567609,0.6434236326644364,-0.6346365553148798
ep-11702,CCOC(C)(C)OC,1.1352768447261137,8.041779131,-7.919872149,1.2549,"[1, 1, 0, 0, 0]",0,0.013323452774773741,0.44777092756625353,-0.23166262000426674
ep-11978,CCOC(C)C(C)C,0.8799088046067733,8.308722769,-7.560137705,4.3522,"[1, 1, 0, 0, 0]",0,-0.7088472982987885,0.713299451420597,-0.862454640254048
ep-11989,CCCOC(C)CC,0.9182047562790224,8.406683737,-7.604764369,6.874,"[1, 1, 0, 0, 0]",0,-0.46333837178418363,0.7243224826604268,-0.9137843164198548
ep-11995,CCCC(C)OCC,0.9195537209060288,8.28015082,-7.56694055,4.2609,"[1, 1, 0, 0, 0]",0,-0.6614804158524594,0.6960590065767481,-0.7495952473953637
ep-12060,CC(C)COC(C)C,0.9653632816907748,8.438793166,-7.648030463,2.3284,"[1, 1, 0, 0, 0]",0,-0.5889261923120553,0.6418043388447692,-0.600956933631928
ep-121,COC(C)C,0.9642383069915716,8.225183833,-7.700004199,4.5085,"[1, 1, 0, 0, 0]",0,-0.3705050675107691,0.6325553452206151,-0.7248342190815298
ep-12118,COC(=O)OC(C)C,1.0869419322544087,0.078368774,-7.367753249,1.3667,"[1, 1, 0, 0, 0]",0,-0.5435496668995918,0.037955033394847064,0.698922140240359
ep-1230,COC(=O)OC,1.1753543006254294,-0.246807217,-7.464897875,1.2804,"[1, 1, 0, 0, 0]",0,-0.27494989661472585,-0.05017511441971303,0.9100852048175789
ep-12439,COC(C)C(C)(C)C,0.9464256226164592,8.176747576,-7.667078429,2.6636,"[1, 1, 0, 0, 0]",0,-0.5418706673818432,0.623513240439124,-0.6605458410739602
ep-12442,CCC(OC)C(C)C,0.894807044035295,8.220830012,-7.634969,7.8878,"[1, 1, 0, 0, 0]",0,-0.368951562682755,0.7174793674424692,-1.0321626411823446
ep-12448,CCC(C)C(C)OC,0.959569616081414,8.225183833,-7.666534201,2.9872,"[1, 1, 0, 0, 0]",0,-0.5151525358643049,0.6277388941479711,-0.6428013447837384
ep-12509,CCCC(CC)OC,0.9880939732725484,8.178924487,-7.658642901,3.049,"[1, 1, 0, 0, 0]",0,-0.49494112910718513,0.6196045835373565,-0.5564321682234747
ep-125184,CCOC(C)CC(C)C,0.8376067978658077,8.330219759,-7.579457785,7.3201,"[1, 1, 0, 0, 0]",0,-0.5580223483285632,0.7561694809875436,-1.1358901176483043
ep-125227,CC(C)CCOC(C)C,0.8749916616147627,8.384370406,-7.630887293,8.4239,"[1, 1, 0, 0, 0]",0,-0.37564295280962184,0.7441463634111501,-1.1240082084402532
ep-125232,CCCOCCC(C)C,0.8704964972769293,8.560700148,-7.686126395,4.4329,"[1, 0, 0, 0, 0]",0,-0.6766396755580153,-0.7050865443733285,-1.0972531439007274
ep-125400,CCCCCOCCC,0.924724125767186,8.497569746,-7.653472739,6.7861,"[1, 0, 0, 0, 0]",0,-0.5496440596662083,-0.6847340841473999,-1.0280813275895118
ep-12559,COC(C)CC(C)C,0.8736703025806087,8.195795542,-7.642588187,2.8384,"[1, 1, 0, 0, 0]",0,-0.6473707209832597,0.6570567731980339,-0.8567204646612842
ep-12563,COC(C)CC(C)=O,0.9617283893900834,0.549669876,-7.361494631,6.3248,"[1, 1, 0, 0, 0]",0,-0.43609025318308503,0.17392234803790188,0.07919517333637206
ep-12564,CCCCC(C)OC,0.9774720560923862,8.200149363,-7.674153388,3.1022,"[1, 1, 0, 0, 0]",0,-0.476781316942491,0.6192135418562749,-0.6013386258450435
ep-125766,CCCOC(C)CCC,0.9216799774227268,8.406411623,-7.602587458,5.8468,"[1, 1, 0, 0, 0]",0,-0.5190759471237513,0.7115716523219324,-0.8541512425770422
ep-125777,CCC(C)COC(C)C,0.9620479651616448,8.425187476,-7.64639778,2.3001,"[1, 1, 0, 0, 0]",0,-0.5957819691297097,0.6419368409541003,-0.6065833062296213
ep-125780,CCCOCC(C)CC,0.88165709681073,8.556346327,-7.668166884,4.4846,"[1, 0, 0, 0, 0]",0,-0.6937968291210769,-0.7013248301325575,-1.0555117383892394
ep-12788,COC(C)(OC)OC,0.4305751699870104,7.949532553,-7.901640524,5.4197,"[1, 1, 0, 0, 0]",0,-0.48021888301587984,0.6996687237387552,-2.3778939823687755
ep-12929,COC(C)OC(C)=O,1.0135026175713628,0.177690311,-7.404760726,2.6036,"[1, 1, 0, 0, 0]",0,-0.490273444815891,0.06818417711990128,0.40082445137883105
ep-12941,CCOC(CC)OC,0.5894766486402854,8.199333022,-7.925858653,5.4938,"[1, 1, 0, 0, 0]",0,-0.2921391719441931,0.6658928417710717,-1.9754155455769078
ep-13347,COC(OC)C(C)C,0.6659666103120787,8.056201163,-7.937559546,6.1728,"[1, 1, 0, 0, 0]",0,-0.15222560174166502,0.6366388081012662,-1.789373585893356
ep-133725,CCOC(C)(OC)OC,0.5400271705757334,8.080691405,-8.007220679,4.0088,"[1, 1, 0, 0, 0]",0,-0.27308891814194103,0.6223137320882636,-2.0906317301916064
ep-13388,CCCC(OC)OC,0.6185873976168277,8.02164271,-7.951981577,5.7144,"[1, 1, 0, 0, 0]",0,-0.19651963396559327,0.6365055275007941,-1.90743656552914
ep-134280,CCCCOC(C)(C)C,0.8792920036663101,8.000962061,-7.51605527,5.2342,"[1, 1, 0, 0, 0]",0,-0.7212515055395069,0.7162646293990578,-0.8483727837619793
ep-134413,CCCCOCC(C)C,0.927364853721027,8.596347056,-7.694834036,7.9255,"[1, 0, 0, 0, 0]",0,-0.4193778017876395,-0.6791164543492672,-1.1118203620161975
ep-134416,CCCCOCCCC,0.9269014238025176,8.543012751,-7.691296557,6.4507,"[1, 0, 0, 0, 0]",0,-0.5025313987066315,-0.6998990168475666,-1.0366162714453782
ep-134761,CCCOCOCCC,0.6177864004903533,7.956063284,-7.949804667,2.6952,"[1, 0, 0, 0, 0]",0,-0.5276202853265359,-0.7997394790884207,-1.8550813570227995
ep-14973,CCOC(=O)COC,0.6123787988813434,0.175513401,-7.383807963,5.9609,"[1, 1, 0, 0, 0]",0,-0.7391295713599478,0.2315227800032253,-0.8641995412424098
ep-15022,COCCOC(C)=O,0.6434621329917325,0.233745754,-7.374556094,5.6849,"[1, 1, 0, 0, 0]",0,-0.7427784671311569,0.22730277980408284,-0.7627903169261455
ep-15068,CCC(=O)OCOC,0.8859190553714746,0.144764542,-7.474149745,4.964,"[1, 1, 0, 0, 0]",0,-0.3660709404567444,0.10513694525905896,-0.11293594236022872
ep-15094,CCOCOC(C)=O,0.9856916512330416,0.153200069,-7.422720236,4.6069,"[1, 1, 0, 0, 0]",0,-0.37704716577337377,0.09199739634698767,0.21823700944081165
ep-15331,COCCC(=O)OC,1.0052761170467837,0.145036655,-7.451836413,5.985,"[1, 1, 0, 0, 0]",0,-0.23257851773570506,0.09176923927129278,0.18841453671854855
ep-15348,CCOCC(=O)OC,0.4051655176562372,0.192928684,-7.37428398,5.4142,"[1, 1, 0, 0, 0]",0,-0.9894566109422805,0.28903051816152814,-1.4127921323769317
ep-15381,CCCOCC(C)C,1.0171019594634174,8.548999255,-7.745719317,1.6743,"[1, 0, 0, 0, 0]",0,-0.5775272261871968,-0.8037553044921014,-0.598122827451682
ep-15447,CCCCOCCC,1.0069158551302195,8.527502264,-7.674153388,2.2608,"[1, 0, 0, 0, 0]",0,-0.6787943007359571,-0.7688128525393404,-0.6022139989103498
ep-15800,CCCOC(=O)OC,1.1203092340609806,-0.161363483,-7.407753977,1.2545,"[1, 1, 0, 0, 0]",0,-0.4341927121738705,-0.006773619033235957,0.790076314670499
ep-15825,CCOC(=O)OCC,1.1108202055324017,-0.159458687,-7.37646089,1.2021,"[1, 1, 0, 0, 0]",0,-0.5006959252899311,0.007068383140973914,0.7877770092221135
ep-15881,CCCOCOCC,0.5906394354504505,7.977288161,-7.990621737,2.22,"[1, 0, 0, 0, 0]",0,-0.5102922567340096,-0.811250809815637,-1.9390630581364001
ep-159,CCCOC,0.9985557013626783,8.430629752,-7.780821997,4.2528,"[1, 0, 0, 0, 0]",0,-0.3892586502062413,-0.7893589083136376,-0.7858352067686716
ep-17122,COCCCCOC,0.9560566540087144,8.380560812,-7.7552433,4.0392,"[1, 0, 0, 0, 0]",0,-0.48405956851892556,-0.7742762363484827,-0.8724049601106526
ep-17681,COCOC(=O)OC,1.1152997741108028,-0.331434608,-7.588165427,3.7833,"[1, 1, 0, 0, 0]",0,0.01950102499919721,-0.05488938253154093,0.5451482330795067
ep-208,COC(C)=O,0.9739182580189866,0.21551413,-7.373739752,5.8568,"[1, 1, 0, 0, 0]",0,-0.40958952021586104,0.1337405212470239,0.1554408367729811
ep-2121,CCC(C)(C)OC,0.9391349365990758,7.959600764,-7.585988516,3.3757,"[1, 1, 0, 0, 0]",0,-0.639181304810821,0.6472193437443604,-0.6389719335899672
ep-2162,CCOC(C)(C)C,0.8969808490189455,7.980009299,-7.53755226,4.381,"[1, 1, 0, 0, 0]",0,-0.7114611265331499,0.6911484455092735,-0.7719990728935382
ep-2234,COC(C)C(C)C,0.9509863530826176,8.253483668,-7.679051436,3.8297,"[1, 1, 0, 0, 0]",0,-0.4580136872540317,0.6380739498812481,-0.7176792227913696
ep-2567,COC(C)(C)OC,1.1475450585994251,8.058922301,-7.939192229,1.6696,"[1, 1, 0, 0, 0]",0,0.08027339923856647,0.4435097298112412,-0.23189285315083574
ep-2681,CCC(CC)OC,1.0700884043106795,8.157427496,-7.729392489,1.2875,"[1, 1, 0, 0, 0]",0,-0.3855867913586642,0.5466760535493785,-0.2919258265357117
ep-2737,CCCC(C)OC,0.9954407137318436,8.223279036,-7.686398509,2.864,"[1, 1, 0, 0, 0]",0,-0.45204193522167213,0.608449114680893,-0.5504402937569236
ep-2743,CCOC(C)CC,0.9840190975248746,8.239877978,-7.643404528,1.2965,"[1, 1, 0, 0, 0]",0,-0.623242846792611,0.6098487962604364,-0.479867919122247
ep-2942,CC(C)OC(C)C,0.8941798601421604,8.445596011,-7.550341609,4.5526,"[1, 1, 0, 0, 0]",0,-0.7086150258334998,0.7261289726074145,-0.8368684775994574
ep-2947,CCCOC(C)C,0.92475511568669,8.295933421,-7.595512499,4.2501,"[1, 1, 0, 0, 0]",0,-0.6082927255427504,0.6850810582020403,-0.7559233206342055
ep-3797,CCOCC(C)=O,1.0273053181499752,0.471573215,-7.371834956,1.4049,"[1, 0, 0, 0, 0]",0,-0.7821365285944794,-1.310156049112158,0.3989831257331405
ep-3941,CCCCOCC,1.0493242662547957,8.491039015,-7.781638339,1.3815,"[1, 0, 0, 0, 0]",0,-0.4961953695651859,-0.8344668933004097,-0.5144196850439702
ep-4216,CCCOCCC,1.0021201003408806,8.501651453,-7.680684119,2.8045,"[1, 0, 0, 0, 0]",0,-0.6414255900946215,-0.7652712598115862,-0.6435831316538582
ep-4226,CCCOCOC,0.6571549215652013,7.987628485,-8.061643439,1.8673,"[1, 0, 0, 0, 0]",0,-0.34145874540953075,-0.8601310164887044,-1.7871039492409067
ep-431,COC(C)(C)C,0.9314864168099792,7.938375887,-7.600682662,3.7317,"[1, 1, 0, 0, 0]",0,-0.6008357416623431,0.6466203046749477,-0.685601275384887
ep-4572,CCOC(C)OC,0.5432464958276038,8.064636691,-7.978920844,1.3933,"[1, 1, 0, 0, 0]",0,-0.45914104815229545,0.5986900807080617,-1.9372642243396614
ep-471331,CCC(C)(OC)C(C)=O,1.0178426294275735,0.662324989,-7.417005847,2.2623,"[1, 1, 0, 0, 0]",0,-0.5100760733358994,0.0965678540799058,0.3788209979862694
ep-471337,CCC(OC)C(=O)C=O,0.712733667397486,-0.378238182,-8.083684657,5.5929,"[1, 1, 0, 0, 0]",0,0.5837607198114525,-0.10529876231538536,-1.0092284789200257
ep-471339,CCOC(CC)C(C)=O,0.3579876622645723,0.557561176,-7.358773493,2.3143,"[1, 1, 0, 0, 0]",0,-1.2500377951212527,0.2992747610971716,-1.4192268020612908
ep-473784,COC(=O)C(C)(C)OC,0.5769165800933362,0.259596565,-7.379454142,7.2437,"[1, 1, 0, 0, 0]",0,-0.7169768215981989,0.26559877559990297,-1.0279464928829514
ep-473785,CCOC(=O)C(C)OC,0.4693748534653372,0.226942909,-7.377005118,6.8561,"[1, 1, 0, 0, 0]",0,-0.845857597444128,0.2899524191745324,-1.3059372682562354
ep-473790,CCC(OC)C(=O)OC,0.7285703417372418,0.226942909,-7.470884379,3.3194,"[1, 1, 0, 0, 0]",0,-0.619401553016983,0.13777479916256313,-0.4803286592228577
ep-473816,COC(C)COC(C)=O,0.9618529676889018,0.207622829,-7.392515605,8.3771,"[1, 1, 0, 0, 0]",0,-0.2525375524385771,0.16037319992727744,-0.00945105722323474
ep-473851,COCC(C)OC(C)=O,0.9620208409646502,0.246262989,-7.353331217,4.4187,"[1, 1, 0, 0, 0]",0,-0.5359040962980127,0.12959137378795105,0.20154306927782237
ep-473859,COC(=O)C(OC)OC,0.5556235678522901,0.113471455,-7.526667708,5.9759,"[1, 1, 0, 0, 0]",0,-0.5428758330261086,0.18999785084634407,-1.1184424573203045
ep-473930,CCCOCC(=O)OC,0.4246380072388209,0.186397953,-7.385168532,8.2162,"[1, 1, 0, 0, 0]",0,-0.8000204738536968,0.31311932073425286,-1.4973312755278987
ep-473940,COCOCC(=O)OC,0.3336287122713797,0.035374794,-7.468435355,5.6128,"[1, 1, 0, 0, 0]",0,-0.8769659003656954,0.26450195234682683,-1.6746728861648765
ep-473949,CCCOC(=O)COC,0.6107599616269601,0.140410721,-7.355508128,2.9013,"[1, 1, 0, 0, 0]",0,-0.9528200270362103,0.20235314449148795,-0.7018168213386369
ep-473968,CCC(=O)OCCOC,0.9523927850906632,0.258235996,-7.359861949,4.4417,"[1, 1, 0, 0, 0]",0,-0.5334539634923882,0.1311489448544742,0.16792717918392414
ep-473973,CCOCCOC(C)=O,0.96194424859898,0.206806488,-7.391699263,6.7842,"[1, 1, 0, 0, 0]",0,-0.33971075678103635,0.1411342473569987,0.06644658729731226
ep-475216,CCOC(OC)C(C)=O,0.8060399518471275,0.440280128,-7.581090468,8.216,"[1, 1, 0, 0, 0]",0,-0.10008515672808715,0.15137411092728642,-0.5897948337239405
ep-475224,COC(OC)C(=O)C=O,0.6981574511926831,-0.246535103,-8.32096789,4.0455,"[1, 1, 0, 0, 0]",0,0.8901334919801259,-0.19769344606302827,-1.1547737861161935
ep-475228,CCC(OC)OC(C)=O,1.0031669767227192,0.190207546,-7.391699263,2.795,"[1, 1, 0, 0, 0]",0,-0.5134383664390679,0.07931681742482016,0.3709872401953093
ep-475268,COC(CC(C)=O)OC,0.7620303630854006,0.545043941,-7.356596583,6.5503,"[1, 1, 0, 0, 0]",0,-0.6281589234950085,0.23524905771552884,-0.48608707747479984
ep-475700,COC(=O)CC(C)C=O,1.105966549891361,0.193200798,-7.457550803,3.6138,"[1, 1, 0, 0, 0]",0,-0.25438117810574207,0.035701682915085936,0.5735183440687205
ep-475729,COC(=O)C(=O)C(C)C,0.8823339438674209,0.044354549,-7.833067847,1.7235,"[1, 1, 0, 0, 0]",0,0.08357492136516134,-0.07459323628206711,-0.21334795700153122
ep-475820,CCCC(=O)C(=O)OC,0.8805536656848105,-0.177690311,-7.827353457,1.7894,"[1, 1, 0, 0, 0]",0,0.08779327805715804,-0.08872348762626443,-0.19835164639851652
ep-475822,CCC(=O)C(=O)COC,0.5826977993728708,0.024762356,-7.906266459,6.5111,"[1, 0, 0, 0, 0]",0,0.008286427400378838,-1.3543737682678643,-1.4211049664881148
ep-475867,CCC(=O)CC(=O)OC,0.3950677585285065,-0.019592194,-7.541089739,3.1449,"[1, 1, 0, 0, 0]",0,-0.8207162791221005,0.18547208589500525,-1.4328539670847222
ep-476135,COCC(=O)C(=O)C=O,0.9684234583819942,-0.651984665,-8.321512118,4.9451,"[1, 0, 0, 0, 0]",0,1.0599557505508417,-1.6915164039620194,-0.5015523474256829
ep-476136,CCOCC(=O)CC=O,0.4631052806573903,0.031565201,-7.582178923,5.7027,"[1, 0, 0, 0, 0]",0,-0.714990094387864,-1.2091878944024301,-1.490919960379389
ep-476161,COC(C)CC(=O)C=O,1.1423370120280474,-0.404088993,-7.927219222,3.2445,"[1, 1, 0, 0, 0]",0,0.6088997403316846,-0.20081752235776218,0.41471098325723066
ep-477198,COC(C)(C)C(=O)C=O,0.6001027928467482,-0.401639969,-7.986267916,4.6727,"[1, 1, 0, 0, 0]",0,0.25598846216895677,-0.05000622429165739,-1.210601669043229
ep-478336,COC(C=O)CC(C)=O,0.2076184771260925,0.398102489,-7.4673469,6.1677,"[1, 1, 0, 0, 0]",0,-0.992729702516751,0.33642015878795883,-2.08360608399266
ep-478381,COCC(C)C(=O)OC,1.0568131347632472,0.317556805,-7.42299235,6.9241,"[1, 1, 0, 0, 0]",0,-0.19094470038545383,0.11285100527098918,0.2937314048171525
ep-481546,COC(C)(C=O)C(C)=O,0.6267196536792818,0.222316975,-7.73374631,4.122,"[1, 1, 0, 0, 0]",0,-0.22005132399918637,0.07875980339270308,-0.9868213416025494
ep-481548,CCOC(C)(C)C(C)=O,1.0307587575721189,0.697971897,-7.409930888,2.1118,"[1, 1, 0, 0, 0]",0,-0.5197600874453177,0.09648200025128766,0.42392701664907906
ep-482177,COCCOC(=O)OC,0.6063884171321388,-0.167622101,-7.42299235,3.1255,"[1, 1, 0, 0, 0]",0,-0.8109188301582793,0.1569211279135485,-0.7454439707121745
ep-483118,CCOC(C)C(=O)C=O,0.6371461650225043,-0.408987041,-8.069262625,3.8126,"[1, 1, 0, 0, 0]",0,0.39027807395228703,-0.10249633400288721,-1.1240501215045817
ep-483331,CCOCCC(=O)OC,1.01397308726527,0.158370232,-7.438230723,4.6447,"[1, 1, 0, 0, 0]",0,-0.3206455562823573,0.07902050560691894,0.28423567179938986
ep-483336,CCOC(=O)CCOC,0.9813201192024168,0.19047966,-7.402583815,6.62,"[1, 1, 0, 0, 0]",0,-0.30976985627043535,0.1282546961339042,0.12213906921456548
ep-483371,CCOCC(=O)COC,0.3951792589234848,0.396197693,-7.490476573,4.9219,"[1, 0, 0, 0, 0]",0,-1.0029925266866384,-1.1364049656872308,-1.6111662734459749
ep-483949,CCCC(=O)OCC=O,1.0599264625622338,0.004898048,-7.683133143,3.5953,"[1, 1, 0, 0, 0]",0,0.10102079437549985,-0.04999475128483882,0.30368004445729624
ep-483951,CCCC(=O)OCOC,0.9963047390500528,0.199731529,-7.466802672,5.3923,"[1, 1, 0, 0, 0]",0,-0.2504278704858944,0.08586861670307015,0.1760422429619739
ep-483969,CCCCC(=O)OC=O,0.6714129298041775,0.10313113,-7.936198977,2.1448,"[1, 1, 0, 0, 0]",0,0.07484331157352585,-0.042753600139821685,-0.900406216564026
ep-483983,CCC(=O)C(C)OC=O,0.6364331619634864,0.362455582,-7.58626063,2.2786,"[1, 1, 0, 0, 0]",0,-0.5734192484763271,0.11930864080378215,-0.7815172493284603
ep-484048,CC(=O)CC(C)OC=O,0.9904262488142808,-0.001904797,-7.477959338,6.5949,"[1, 1, 0, 0, 0]",0,-0.16081800100161106,0.08214254724974655,0.11247790599669397
ep-484088,COCCCC(=O)OC,0.9561247142036572,0.288168514,-7.350882193,7.9624,"[1, 1, 0, 0, 0]",0,-0.3571783117555224,0.17877514091525,0.016319175374275425
ep-485810,CC(=O)OC(=O)C(C)C,0.5645710010708476,0.105580154,-7.728576148,4.1921,"[1, 1, 0, 0, 0]",0,-0.27975401292357854,0.0900770225652651,-1.150281918146151
ep-485815,CCC(=O)OC(C)OC,0.9780227702005264,0.231024616,-7.377277232,3.2654,"[1, 1, 0, 0, 0]",0,-0.5400220757365771,0.10083600737457216,0.2851213792123341
ep-485818,CCC(=O)OC(=O)CC,0.5522485637533208,0.167349987,-7.711160864,3.689,"[1, 1, 0, 0, 0]",0,-0.35259971125450174,0.09880979602182681,-1.1541545098319483
ep-485825,COCOC(=O)C(C)C,0.9937986511410862,0.247351444,-7.453196982,6.9858,"[1, 1, 0, 0, 0]",0,-0.19319558785262522,0.11486207767636993,0.09945187959766583
ep-485842,CC(=O)OC(C)C(C)=O,0.5889515602025377,0.216058357,-7.437686495,3.2784,"[1, 1, 0, 0, 0]",0,-0.81559798587509,0.18867310758447875,-0.8446648906367865
ep-485844,CC(=O)OC(C)CC=O,1.028878133918834,0.129254055,-7.476598769,5.1179,"[1, 1, 0, 0, 0]",0,-0.2123592740705569,0.06398873665490988,0.27924711361130466
ep-485862,CCOC(C)OC(C)=O,0.9582980531266204,0.188574863,-7.378909915,2.0518,"[1, 1, 0, 0, 0]",0,-0.6196344357057998,0.0876941645760765,0.28960011725641904
ep-485899,COC(=O)OC(C)OC,1.080758410902912,-0.262861931,-7.491837142,1.9333,"[1, 1, 0, 0, 0]",0,-0.284983718158148,-0.026415379324862008,0.597283544655473
ep-485900,CCOCOC(=O)OC,1.0811127341646458,-0.30503957,-7.513062018,3.0271,"[1, 1, 0, 0, 0]",0,-0.18651383947581957,-0.02437599642224554,0.5355191986313806
ep-485903,CCOC(=O)OCOC,0.848059243811774,-0.331706722,-7.540273398,3.6079,"[1, 1, 0, 0, 0]",0,-0.33526292743037,0.03716653721655768,-0.16039127307290163
ep-485914,COC(OC)OC(C)=O,0.7809327329020395,0.162724052,-7.519048522,4.5692,"[1, 1, 0, 0, 0]",0,-0.4135439483944173,0.11509863642354612,-0.420977146201043
ep-485935,COCOCOC(C)=O,0.868893406572596,0.069661133,-7.539184943,6.2531,"[1, 1, 0, 0, 0]",0,-0.19633789399995266,0.09566399313779242,-0.2603833021722572
ep-486860,CCCOC(=O)CC=O,1.1204215858827171,0.005442276,-7.620546969,3.1633,"[1, 1, 0, 0, 0]",0,0.0285505466150931,-0.049296732523054526,0.5370304267826318
ep-486877,CC(C)OCC(=O)C=O,0.5749688951735286,-0.469396305,-8.046132952,3.4392,"[1, 1, 0, 0, 0]",0,0.2723674554027297,-0.08546351230394345,-1.258958423114565
ep-486879,CCCOCC(=O)C=O,0.5914023623325786,-0.401095741,-8.041507018,7.9927,"[1, 0, 0, 0, 0]",0,0.35484310396453905,-1.4226658237042316,-1.5247391412192075
ep-486882,O=CCOCC(=O)C=O,0.7851995368761955,-0.500145164,-7.866537844,7.0482,"[1, 0, 0, 0, 0]",0,0.19623118653109708,-1.4325137101993908,-0.8071222713001046
ep-486916,COCOCC(=O)C=O,0.3772161745094233,-0.064490971,-8.207224322,5.0141,"[1, 0, 0, 0, 0]",0,0.25267957485060283,-1.4326647972730062,-2.1285825606424917
ep-486999,CCC(C)OCC(C)=O,0.971816883888991,0.538241096,-7.404488612,6.9688,"[1, 1, 0, 0, 0]",0,-0.3162817213053492,0.16203588995550544,0.0479323923318557
ep-487052,CCCOC(=O)C(C)=O,0.8524317992926209,-0.28571949,-7.823543864,1.7767,"[1, 1, 0, 0, 0]",0,0.05889709782962787,-0.08796646780071776,-0.26445259788424175
ep-487071,CCC(=O)COCC=O,0.4963198039712926,0.510213375,-7.375644549,5.6292,"[1, 0, 0, 0, 0]",0,-1.0710232021752288,-1.1050488503576492,-1.2909101560726126
ep-487088,COCOC(C)C(C)=O,0.9522262077001542,0.688447914,-7.360406176,8.1682,"[1, 1, 0, 0, 0]",0,-0.35560342066301864,0.2105330887340122,-0.045331488141340665
ep-487104,CCC(C)OC(=O)OC,1.0678501461516658,0.429939804,-7.355236014,1.4077,"[1, 1, 0, 0, 0]",0,-0.6012871180985895,0.07637555343018548,0.6221735860275249
ep-487132,CC(=O)OCOC(C)C,0.9885015083967934,0.124083893,-7.491565028,1.996,"[1, 1, 0, 0, 0]",0,-0.39408937481874323,0.031450596134734755,0.30327058113600835
